id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920011,910011,1,3,3,위치표에서 A에 넣을 섬 이름은 무엇인가요?,"[""동도"", ""서도""]",2,A는 서쪽 자리에 있으므로 서도예요. 오른쪽 동도와 짝을 이루어요.,"[""동도는 이미 동쪽 자리에 있어요. A는 서도 자리예요."", ""A는 서쪽 자리에 있으므로 서도예요. 오른쪽 동도와 짝을 이루어요.""]","동도는 동쪽의 큰 섬이고, 서도는 서쪽의 큰 섬이에요.","서쪽 ← [ A ] ··· [ 동도 ] → 동쪽
동도와 서도의 방향 관계만 간단히 나타냈어요.",,방향을 단순화한 위치 관계이며 두 섬의 실제 해안선을 그린 지도가 아니에요.,https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920012,910012,1,4,3,동쪽 화살표가 왼쪽을 가리키는 위치표에서 동도는 어느 쪽에 놓이나요?,"[""왼쪽"", ""오른쪽""]",1,이 위치표에서는 동쪽이 왼쪽이에요. 동쪽 섬인 동도도 왼쪽에 놓여요.,"[""이 위치표에서는 동쪽이 왼쪽이에요. 동쪽 섬인 동도도 왼쪽에 놓여요."", ""오른쪽은 이 표에서 서쪽이에요. 화면의 오른쪽이 늘 동쪽인 것은 아니에요.""]","동도는 동쪽의 큰 섬이고, 서도는 서쪽의 큰 섬이에요.","동쪽 ← [ A ] ··· [ B ] → 서쪽
동도는 동쪽 섬, 서도는 서쪽 섬이에요. 글자 방향이 아니라 화살표를 따라 읽으세요.",,방향을 단순화한 위치 관계이며 두 섬의 실제 해안선을 그린 지도가 아니에요.,https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920013,910013,1,1,1,울릉도에서 독도를 보기 좋은 날씨는 무엇인가요?,"[""맑고 시야가 트인 날"", ""짙은 안개가 낀 날"", ""앞이 흐릴 만큼 비가 오는 날""]",1,맑고 시야가 트여야 멀리 있는 독도를 볼 수 있어요.,"[""맑고 시야가 트여야 멀리 있는 독도를 볼 수 있어요."", ""짙은 안개는 시야를 가려 먼 독도를 보기 어렵게 해요."", ""비가 앞을 가리면 멀리 있는 섬을 구별하기 어려워요.""]",울릉도에서는 날씨가 맑고 시야가 좋을 때 독도를 볼 수 있어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920014,910014,1,2,2,울릉도에서 먼 독도를 보려면 어떤 대기 조건이 필요한가요?,"[""짙은 안개가 바다를 덮음"", ""안개가 적고 시야가 맑음"", ""비가 강하게 내려 시야가 흐림""]",2,멀리 있는 섬을 보려면 시야를 가리는 안개 등이 적어야 해요.,"[""짙은 안개는 멀리 있는 독도를 보는 시야를 가려요."", ""멀리 있는 섬을 보려면 시야를 가리는 안개 등이 적어야 해요."", ""시야를 가리는 비는 맑은 날의 관찰 조건과 달라요.""]",울릉도에서는 날씨가 맑고 시야가 좋을 때 독도를 볼 수 있어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920015,910015,1,3,3,세종실록 지리지는 두 섬이 보이는 날씨를 어떻게 설명하나요?,"[""짙은 안개가 낄 때"", ""계절에 상관없이 모든 날"", ""날씨가 맑을 때""]",3,역문은 날씨가 맑으면 바라볼 수 있다고 설명해요.,"[""제시된 기록에는 맑은 날이라고 되어 있어요. 안개가 낀 날이라는 설명이 아니에요."", ""기록은 ‘맑으면’이라는 조건을 달고 있어요. 모든 날 보인다고 쓰지 않았어요."", ""역문은 날씨가 맑으면 바라볼 수 있다고 설명해요.""]",울릉도에서는 날씨가 맑고 시야가 좋을 때 독도를 볼 수 있어요.,1454년 『세종실록』 지리지의 역문 요약: 우산과 무릉 두 섬은 멀리 떨어져 있지 않아 날씨가 맑으면 바라볼 수 있다. 우산·무릉은 아래 출처의 해설에서 독도·울릉도로 풀이해요.,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920016,910016,1,4,3,두 관찰일 중 울릉도에서 독도를 보기 더 좋은 날은 언제인가요?,"[""B일"", ""A일""]",2,A일은 시야가 맑아 멀리 있는 독도를 바라보기에 더 적합해요.,"[""B일의 짙은 안개는 독도를 향한 시야를 가려요."", ""A일은 시야가 맑아 멀리 있는 독도를 바라보기에 더 적합해요.""]",울릉도에서는 날씨가 맑고 시야가 좋을 때 독도를 볼 수 있어요.,관찰 계획을 위한 예시: A일은 안개 없이 시야가 맑다. B일은 짙은 안개로 먼 바다가 보이지 않는다. 같은 울릉도 관찰 지점에서 볼 예정이다.,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp | https://dokdo.mofa.go.kr/kor/introduce/location.jsp
920017,910017,1,1,1,독도의 부속 도서 89개를 셀 때 따로 구분하는 두 큰 섬은 무엇인가요?,"[""동도와 서도"", ""울릉도와 독도"", ""동도와 울릉도""]",1,부속 도서 89개에 동도와 서도 두 큰 섬을 따로 더해 구성해요.,"[""부속 도서 89개에 동도와 서도 두 큰 섬을 따로 더해 구성해요."", ""독도는 구성 전체의 이름이고, 울릉도는 별개예요. 따로 구분하는 큰 섬은 동도·서도예요."", ""울릉도 대신 서도가 들어가야 해요.""]",독도의 부속 도서 89개는 동도와 서도를 뺀 작은 섬들의 수예요.,,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920018,910018,1,2,2,동도·서도와 부속 도서 89개를 합하면 몇 개인가요?,"[""91개"", ""89개"", ""90개"", ""93개""]",1,두 큰 섬 2개와 부속 도서 89개를 더하면 91개예요.,"[""두 큰 섬 2개와 부속 도서 89개를 더하면 91개예요."", ""89개는 두 큰 섬을 뺀 부속 도서의 수예요."", ""두 큰 섬 중 하나만 더한 수예요. 동도와 서도를 모두 더해야 해요."", ""두 큰 섬을 두 번 더하지 않아요. 89+2로 계산해요.""]",독도의 부속 도서 89개는 동도와 서도를 뺀 작은 섬들의 수예요.,,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920019,910019,1,3,3,면적표에서 부속 도서 전체의 넓이는 얼마인가요?,"[""73,297㎡"", ""25,517㎡"", ""88,740㎡"", ""187,554㎡""]",2,"부속 도서 행의 값이 25,517㎡예요. 전체 면적이나 큰 섬 하나의 면적과 구분해요.","[""73,297㎡는 동도 하나의 면적이에요."", ""부속 도서 행의 값이 25,517㎡예요. 전체 면적이나 큰 섬 하나의 면적과 구분해요."", ""88,740㎡는 서도 하나의 면적이에요."", ""187,554㎡는 동도·서도·부속 도서를 모두 합친 면적이에요.""]",독도의 부속 도서 89개는 동도와 서도를 뺀 작은 섬들의 수예요.,"동도 73,297㎡
서도 88,740㎡
부속 도서 89개 25,517㎡
합계 187,554㎡",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920020,910020,1,4,3,독도 전체 면적을 동도와 서도 면적만 더해 계산하면 무엇이 빠지나요?,"[""두 섬 사이 바다 25,517㎡"", ""부속 도서 25,517㎡"", ""울릉도 25,517㎡""]",2,"187,554−73,297−88,740=25,517㎡예요. 빠진 값은 부속 도서의 땅 면적이에요.","[""이 표는 땅 면적이에요. 차이는 바다가 아니라 부속 도서의 면적이에요."", ""187,554−73,297−88,740=25,517㎡예요. 빠진 값은 부속 도서의 땅 면적이에요."", ""울릉도는 독도 전체 면적에 포함되지 않아요.""]",독도의 부속 도서 89개는 동도와 서도를 뺀 작은 섬들의 수예요.,"독도 전체 땅 면적 187,554㎡ / 동도 73,297㎡ / 서도 88,740㎡. 부속 도서도 독도를 이루는 땅이에요.",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920021,910021,2,1,1,독도의 두 큰 섬 중 더 높은 섬은 무엇인가요?,"[""서도"", ""동도""]",1,서도의 최고 높이는 168.5m로 동도의 98.6m보다 높아요.,"[""서도의 최고 높이는 168.5m로 동도의 98.6m보다 높아요."", ""동도는 98.6m예요. 서도 168.5m가 더 높아요.""]","독도에서 더 높은 큰 섬은 서도예요. 서도는 168.5m, 동도는 98.6m예요.",,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920022,910022,2,2,2,독도에서 최고 높이가 98.6m인 큰 섬은 무엇인가요?,"[""서도"", ""동도""]",2,98.6m는 동도의 최고 높이예요. 서도의 값과 구분해요.,"[""서도의 최고 높이는 168.5m예요."", ""98.6m는 동도의 최고 높이예요. 서도의 값과 구분해요.""]","독도에서 더 높은 큰 섬은 서도예요. 서도는 168.5m, 동도는 98.6m예요.",,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920023,910023,2,3,3,높이표에 따르면 서도는 동도보다 몇 m 더 높은가요?,"[""267.1m"", ""98.6m"", ""69.9m"", ""151m""]",3,168.5−98.6=69.9m예요. 두 최고 높이를 같은 단위로 빼요.,"[""267.1m는 두 높이를 더한 값이에요. 높이 차이는 빼서 구해요."", ""98.6m는 동도의 높이 자체이고 두 섬의 높이 차이는 아니에요."", ""168.5−98.6=69.9m예요. 두 최고 높이를 같은 단위로 빼요."", ""151m는 두 섬의 해안 사이 거리로 쓰는 값이에요. 이 높이 차이와 다릅니다.""]","독도에서 더 높은 큰 섬은 서도예요. 서도는 168.5m, 동도는 98.6m예요.","서도 최고 높이 168.5m
동도 최고 높이 98.6m
두 값은 해수면을 기준으로 한 높이예요.",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920024,910024,2,4,3,표의 높이를 기준으로 100m보다 높은 곳이 있는 섬은 어디인가요?,"[""동도만"", ""두 섬 모두"", ""어느 섬도 없음"", ""서도만""]",4,서도는 168.5m까지 올라가지만 동도의 최고점은 98.6m예요. 동도에 100m 지점을 표시하면 최고 높이를 넘어요.,"[""동도는 최고점도 100m에 못 미쳐요. 100m를 넘는 것은 서도예요."", ""동도의 98.6m는 100m보다 낮으므로 두 섬 모두는 아니에요."", ""서도의 168.5m는 100m보다 높아요."", ""서도는 168.5m까지 올라가지만 동도의 최고점은 98.6m예요. 동도에 100m 지점을 표시하면 최고 높이를 넘어요.""]","독도에서 더 높은 큰 섬은 서도예요. 서도는 168.5m, 동도는 98.6m예요.",서도 168.5m / 동도 98.6m. 지형도의 100m 높이선을 넣을 수 있는 섬을 판단하려고 해요.,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920025,910025,2,1,1,독도의 두 큰 섬 중 땅의 넓이가 더 넓은 섬은 무엇인가요?,"[""서도"", ""동도""]",1,"서도는 88,740㎡, 동도는 73,297㎡이므로 서도가 더 넓어요.","[""서도는 88,740㎡, 동도는 73,297㎡이므로 서도가 더 넓어요."", ""동도는 둘레가 더 길지만 면적은 서도보다 작아요.""]","서도는 동도보다 면적이 넓지만, 해안선의 둘레는 동도가 더 길어요.",,,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920026,910026,2,2,2,독도 면적표의 ㎡는 무엇을 나타내는 단위인가요?,"[""봉우리의 높이"", ""해안선을 따라 잰 길이"", ""땅의 넓이""]",3,제곱미터는 넓이를 나타내요. 섬의 높이를 나타내는 미터와 달라요.,"[""높이는 m로 표시해요. ㎡는 땅이 얼마나 넓은지 나타내요."", ""해안선의 길이는 m나 km로 표시해요. ㎡는 길이 단위가 아니에요."", ""제곱미터는 넓이를 나타내요. 섬의 높이를 나타내는 미터와 달라요.""]","서도는 동도보다 면적이 넓지만, 해안선의 둘레는 동도가 더 길어요.","서도: 88,740㎡ / 동도: 73,297㎡",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920027,910027,2,3,3,표에서 해안선의 둘레가 더 긴 큰 섬은 어디인가요?,"[""서도"", ""동도""]",2,"동도 둘레는 2.8km, 서도는 2.6km예요. 둘레를 비교하면 동도가 더 길어요.","[""서도는 면적이 크지만 둘레 값은 2.6km로 동도보다 짧아요."", ""동도 둘레는 2.8km, 서도는 2.6km예요. 둘레를 비교하면 동도가 더 길어요.""]","서도는 동도보다 면적이 넓지만, 해안선의 둘레는 동도가 더 길어요.","동도: 면적 73,297㎡, 둘레 2.8km
서도: 면적 88,740㎡, 둘레 2.6km",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920028,910028,2,4,3,표에 맞게 서도와 동도의 면적·둘레를 함께 비교한 것은 무엇인가요?,"[""서도는 더 넓고, 동도는 둘레가 더 길다"", ""서도가 더 넓으므로 둘레도 더 길다"", ""동도가 더 넓고 둘레도 더 길다""]",1,넓이와 둘레는 서로 다른 값이에요. 표에서는 두 항목에서 더 큰 섬이 서로 달라요.,"[""넓이와 둘레는 서로 다른 값이에요. 표에서는 두 항목에서 더 큰 섬이 서로 달라요."", ""면적이 크다고 둘레도 반드시 긴 것은 아니에요. 표의 둘레는 동도가 더 길어요."", ""동도의 둘레는 더 길지만 면적은 서도가 더 넓어요.""]","서도는 동도보다 면적이 넓지만, 해안선의 둘레는 동도가 더 길어요.","동도 73,297㎡ / 둘레 2.8km
서도 88,740㎡ / 둘레 2.6km
면적은 땅의 넓이, 둘레는 해안선을 따라 잰 길이예요.",,,https://dokdo.mofa.go.kr/kor/introduce/location.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=64
920029,910029,2,1,1,동도와 서도는 무엇을 사이에 두고 떨어져 있나요?,"[""육지 도로"", ""바다"", ""강""]",2,두 섬의 물 위 육지는 바다를 사이에 두고 떨어져 있어요.,"[""두 섬 사이에 육지 도로로 이어진 구간이 있는 것은 아니에요."", ""두 섬의 물 위 육지는 바다를 사이에 두고 떨어져 있어요."", ""두 섬 사이의 물은 강물이 아니라 바닷물이에요.""]",동도와 서도의 가장 가까운 해안 사이 거리는 약 151m예요.,,,해안 사이의 간격이지 두 정상 사이 거리나 걷는 길의 길이가 아니에요.,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920030,910030,2,2,2,동도와 서도의 가장 가까운 해안 사이 거리는 약 얼마인가요?,"[""151m"", ""87.4km"", ""98.6m"", ""168.5m""]",1,약 151m는 두 큰 섬의 가장 가까운 해안 사이 간격이에요.,"[""약 151m는 두 큰 섬의 가장 가까운 해안 사이 간격이에요."", ""87.4km는 울릉도와 독도 사이 거리예요."", ""98.6m는 동도의 최고 높이예요. 섬 사이 거리와 달라요."", ""168.5m는 서도의 최고 높이예요.""]",동도와 서도의 가장 가까운 해안 사이 거리는 약 151m예요.,,,해안 사이의 간격이지 두 정상 사이 거리나 걷는 길의 길이가 아니에요.,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920031,910031,2,3,3,151m라는 간격을 지도에 표시할 때 양 끝은 어디에 두어야 하나요?,"[""두 섬의 정상"", ""등대와 주민숙소"", ""서로 가장 가까운 두 해안""]",3,151m는 가장 가까운 해안 사이 거리이므로 그 두 지점을 연결해요.,"[""정상은 해안과 다른 위치에 있어요. 정상끼리 연결한 거리를 151m라고 붙일 수 없어요."", ""시설 간 거리는 해안 사이 간격과 별개의 값이에요."", ""151m는 가장 가까운 해안 사이 거리이므로 그 두 지점을 연결해요.""]",동도와 서도의 가장 가까운 해안 사이 거리는 약 151m예요.,거리 설명: 동도와 서도가 가장 가까이 마주한 해안 사이의 간격은 약 151m이다.,,해안 사이의 간격이지 두 정상 사이 거리나 걷는 길의 길이가 아니에요.,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920032,910032,2,4,3,축척이 1cm당 50m인 지도에서 151m 간격은 약 몇 cm인가요?,"[""7,550cm"", ""3.02cm"", ""151cm"", ""0.302cm""]",2,151÷50=3.02cm예요. 실제 간격을 1cm가 나타내는 거리로 나누어요.,"[""151에 50을 곱한 값이에요. 지도 길이는 실제 거리를 축척값으로 나누어 구해요."", ""151÷50=3.02cm예요. 실제 간격을 1cm가 나타내는 거리로 나누어요."", ""1cm가 1m를 뜻하는 지도가 아니에요. 여기서는 1cm가 50m예요."", ""3.02cm에서 소수점을 한 자리 더 옮긴 값이에요.""]",동도와 서도의 가장 가까운 해안 사이 거리는 약 151m예요.,"실제 해안 간격: 약 151m
학습용 지도 축척: 1cm가 실제 50m를 나타냄
이 축척은 계산 연습을 위해 정한 값이에요.",,해안 사이의 간격이지 두 정상 사이 거리나 걷는 길의 길이가 아니에요.,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920033,910033,2,1,1,독도에서 가파른 봉우리가 두드러지는 큰 섬은 무엇인가요?,"[""서도"", ""동도""]",1,서도는 높고 가파르게 솟은 봉우리의 모습이 두드러져요.,"[""서도는 높고 가파르게 솟은 봉우리의 모습이 두드러져요."", ""동도에도 절벽이 있지만 상부에는 비교적 평탄한 공간이 있어요.""]","서도는 가파르게 솟고, 동도는 정상 부근에 비교적 평탄한 공간이 있어요.",,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920034,910034,2,2,2,독도의 헬기장 등 시설이 자리한 비교적 평탄한 상부는 어느 섬에 있나요?,"[""서도"", ""동도""]",2,동도 상부의 비교적 평탄한 곳에는 헬기장과 여러 시설이 있어요.,"[""서도는 정상 접근이 어려운 가파른 지형이에요. 질문의 시설은 동도에 있어요."", ""동도 상부의 비교적 평탄한 곳에는 헬기장과 여러 시설이 있어요.""]","서도는 가파르게 솟고, 동도는 정상 부근에 비교적 평탄한 공간이 있어요.",,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920035,910035,2,3,3,지형 설명 A는 동도와 서도 중 어느 섬인가요?,"[""동도"", ""서도""]",1,A는 정상 부근이 비교적 평탄하고 시설이 있는 섬이므로 동도예요.,"[""A는 정상 부근이 비교적 평탄하고 시설이 있는 섬이므로 동도예요."", ""서도는 가파른 봉우리라는 B의 설명에 해당해요.""]","서도는 가파르게 솟고, 동도는 정상 부근에 비교적 평탄한 공간이 있어요.","A: 해안에는 절벽이 있고, 정상 부근은 비교적 평탄하여 헬기장과 시설이 있다.
B: 높고 가파른 봉우리가 두드러진다.",,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
